티커종목코드,평균_변동성_10_90,가격_변동성_평가
JPM         ,144408.903138125,Moderate Volatility
JPMO        ,1137.2250642187505,Moderate Volatility
JSPR        ,198877.6328125,High Volatility
JWN         ,16610.05995125,Moderate Volatility
K           ,20864.08770890625,Moderate Volatility
KBWY        ,3704.7054796875,Moderate Volatility
KD          ,6833.202496249998,Moderate Volatility
KDP         ,8552.708934375,Moderate Volatility
KEY         ,7312.0682389062495,Moderate Volatility
KEYS        ,95292.59085796875,Moderate Volatility
KGC         ,5279.329499999999,Moderate Volatility
KHC         ,7774.153359531251,Moderate Volatility
KIM         ,10333.2319209375,Moderate Volatility
KIND        ,10641.5292890625,Moderate Volatility
KKR         ,91960.312015625,Moderate Volatility
KLAC        ,743378.7475720312,High Volatility
KLG         ,10028.702359375,Moderate Volatility
KLIC        ,10400.478428749997,Moderate Volatility
KLIP        ,5123.9608171875,Moderate Volatility
KMB         ,33436.39421875,Moderate Volatility
KMI         ,8910.9759528125,Moderate Volatility
KNSL        ,475278.5,High Volatility
KO          ,27486.73328234375,Moderate Volatility
KODK        ,33977.98451796875,Moderate Volatility
KORU        ,24881.37747015625,Moderate Volatility
KOS         ,5473.6809629687505,Moderate Volatility
KR          ,35137.93315625,Moderate Volatility
KRBN        ,16775.11304515625,Moderate Volatility
KRC         ,10851.543321406249,Moderate Volatility
KRE         ,30112.264484375,Moderate Volatility
KREF        ,8475.5525265625,Moderate Volatility
KSS         ,32360.62925390625,Moderate Volatility
KTOS        ,15674.826147500004,Moderate Volatility
KVUE        ,6252.454497343749,Moderate Volatility
KWEB        ,44882.42661140625,Moderate Volatility
L           ,54116.96759375,Moderate Volatility
LAB         ,5440.40625265625,Moderate Volatility
LABU        ,875086.9696632812,High Volatility
LAC         ,7695.80690734375,Moderate Volatility
LAZR        ,32005.43381796875,Moderate Volatility
LC          ,35725.6705,Moderate Volatility
LCID        ,48300.9677109375,Moderate Volatility
LEG         ,28976.84391421875,Moderate Volatility
LEU         ,13934.72886734375,Moderate Volatility
LEV         ,19820.756852500002,Moderate Volatility
LEVI        ,14074.4780078125,Moderate Volatility
LFMD        ,17812.73945625,Moderate Volatility
LHX         ,75057.6018228125,Moderate Volatility
LIN         ,155580.257703125,Moderate Volatility
LIT         ,44507.885782812504,Moderate Volatility
LITE        ,34218.16875,Moderate Volatility
LLAP        ,2770.8844714062498,Moderate Volatility
LLY         ,478884.0530359375,High Volatility
LMND        ,127266.32230921875,Moderate Volatility
LMT         ,256142.71811953126,High Volatility
LNC         ,53005.7404375,Moderate Volatility
LNG         ,127880.8442671875,Moderate Volatility
LNZA        ,5788.77248046875,Moderate Volatility
LOGI        ,52151.65514375,Moderate Volatility
LOVE        ,37025.84408375,Moderate Volatility
LOW         ,74406.56487687501,Moderate Volatility
LPX         ,28502.729687500007,Moderate Volatility
LRCX        ,792536.8041159376,High Volatility
LRMR        ,102783.00368828124,Moderate Volatility
LSCC        ,38810.5816775,Moderate Volatility
LSXMA       ,6751.1976690625,Moderate Volatility
LSXMK       ,6747.36666765625,Moderate Volatility
LTC         ,8387.97341078125,Moderate Volatility
LULU        ,157008.4466603125,Moderate Volatility
LUMN        ,12141.24500671875,Moderate Volatility
LUNR        ,10836.05333234375,Moderate Volatility
LUV         ,26496.02232515625,Moderate Volatility
LVO         ,4951.0,Moderate Volatility
LVS         ,23674.165567031247,Moderate Volatility
LW          ,35697.951663281245,Moderate Volatility
LXRX        ,6102.895699375,Moderate Volatility
LYB         ,24453.529095624996,Moderate Volatility
LYEL        ,1264.2380065625002,Moderate Volatility
LYFT        ,45054.0984665625,Moderate Volatility
LYRA        ,4047.7911046874997,Moderate Volatility
LYV         ,67213.11707312499,Moderate Volatility
M           ,20841.696586562502,Moderate Volatility
MA          ,249462.359769375,High Volatility
MAA         ,28106.968158750005,Moderate Volatility
MAC         ,8161.035003125,Moderate Volatility
MAR         ,226638.93612562498,High Volatility
MARA        ,16395.495150625,Moderate Volatility
MAT         ,9028.0,Moderate Volatility
MAXN        ,5292.90238671875,Moderate Volatility
MBLY        ,18924.5064734375,Moderate Volatility
MCD         ,134158.15306640626,Moderate Volatility
MCHP        ,31045.335765625,Moderate Volatility
MCK         ,299772.17342171876,High Volatility
MCO         ,262656.162164375,High Volatility
MDB         ,277297.684375,High Volatility
MDGL        ,83386.00830718751,Moderate Volatility
MDLZ        ,28599.741078125004,Moderate Volatility
MDT         ,26819.09548218749,Moderate Volatility
MED         ,102773.74922859375,Moderate Volatility
MELI        ,884269.964234375,High Volatility
MEOH        ,32415.270328125,Moderate Volatility
MET         ,51312.217296874995,Moderate Volatility
META        ,391050.8391184375,High Volatility
METV        ,3811.8343025,Moderate Volatility
MFA         ,10830.976466875,Moderate Volatility
MFC         ,8610.683311249997,Moderate Volatility
MGA         ,32237.770758281247,Moderate Volatility
MGK         ,182879.25517390625,High Volatility
MGM         ,33792.71752,Moderate Volatility
MGNI        ,34741.163227656245,Moderate Volatility
MIR         ,2205.6669999999995,Moderate Volatility
MITT        ,20029.809548593752,Moderate Volatility
MKC         ,18961.154687500006,Moderate Volatility
MKFG        ,12851.602010468749,Moderate Volatility
MKSI        ,85594.68717468751,Moderate Volatility
MKTX        ,334410.7760567187,High Volatility
ML          ,353710.4006096875,High Volatility
MLKN        ,19814.926562499997,Moderate Volatility
MMC         ,100642.96322687501,Moderate Volatility
MMM         ,88299.285,Moderate Volatility
MMYT        ,96797.30705625,Moderate Volatility
MNKD        ,3382.0,Moderate Volatility
MNMD        ,50944.880109375,Moderate Volatility
MNST        ,21693.965253125,Moderate Volatility
MO          ,9143.474518281251,Moderate Volatility
MOAT        ,33666.8833409375,Moderate Volatility
MODG        ,9768.365562500001,Moderate Volatility
MOS         ,41805.4374828125,Moderate Volatility
MP          ,32119.29834171875,Moderate Volatility
MPC         ,188009.1046921875,High Volatility
MPW         ,15263.468952187499,Moderate Volatility
MPWR        ,431478.74393375,High Volatility
MQ          ,21399.5584275,Moderate Volatility
MRK         ,83321.485936875,Moderate Volatility
MRNA        ,343639.2823821875,High Volatility
MRNY        ,6810.3436528125,Moderate Volatility
MRO         ,26269.98559375,Moderate Volatility
MRVL        ,28989.23236921875,Moderate Volatility
MS          ,55922.588417656254,Moderate Volatility
MSCI        ,144549.33309578127,Moderate Volatility
MSFO        ,1801.9825021875008,Moderate Volatility
MSFT        ,304728.454365,High Volatility
MSFU        ,18318.08393359375,Moderate Volatility
MSI         ,149049.201578125,Moderate Volatility
MSOS        ,36110.73608078125,Moderate Volatility
MSOX        ,5346.979803125,Moderate Volatility
MSTR        ,1128279.5662540626,High Volatility
MTCH        ,139121.90982250002,Moderate Volatility
MTTR        ,26730.676284375,Moderate Volatility
MU          ,104587.229565625,Moderate Volatility
MVIS        ,18488.533016875,Moderate Volatility
MXCT        ,12509.39866671875,Moderate Volatility
MYPS        ,9211.93423515625,Moderate Volatility
NAIL        ,103866.73309359375,Moderate Volatility
NAPA        ,13635.5365475,Moderate Volatility
NAT         ,3055.8725781249996,Moderate Volatility
NATR        ,4427.242967343748,Moderate Volatility
NCLH        ,11979.94013828125,Moderate Volatility
NCMI        ,22959.08978125,Moderate Volatility
NDAQ        ,16620.0771875,Moderate Volatility
NDSN        ,86151.38367000001,Moderate Volatility
NE          ,7762.978867812499,Moderate Volatility
NEE         ,25561.64659859375,Moderate Volatility
NEM         ,23963.3872425,Moderate Volatility
NET         ,140609.85904671875,Moderate Volatility
NEWT        ,9733.832999999999,Moderate Volatility
NEXT        ,6425.372686875,Moderate Volatility
NFE         ,29172.021479375,Moderate Volatility
NFG         ,29041.792415000004,Moderate Volatility
NFLX        ,537824.4555539063,High Volatility
NFLY        ,1401.2229834375005,Moderate Volatility
NGD         ,1542.6282826562501,Moderate Volatility
NHI         ,12041.765609375001,Moderate Volatility
NI          ,14863.24184375,Moderate Volatility
NKE         ,67700.48522484375,Moderate Volatility
NKLA        ,546966.524202857,High Volatility
NKTR        ,1132.6321875,Moderate Volatility
NKTX        ,14482.359375,Moderate Volatility
NLOP        ,1675.8337343749988,Moderate Volatility
NLY         ,21183.33336,Moderate Volatility
NNN         ,11018.509656562499,Moderate Volatility
NNOX        ,49555.7434371875,Moderate Volatility
NOBL        ,46185.73809375,Moderate Volatility
NOC         ,253959.2314375,High Volatility
NOTE        ,5632.097185625,Moderate Volatility
NOV         ,5530.22416640625,Moderate Volatility
NOVA        ,36861.74449984376,Moderate Volatility
NOW         ,505017.0049525,High Volatility
NRG         ,70705.5960425,Moderate Volatility
NRGV        ,17353.09296703125,Moderate Volatility
NTAP        ,85579.3854375,Moderate Volatility
NTLA        ,118756.3960496875,Moderate Volatility
NTNX        ,43949.74770359375,Moderate Volatility
NTR         ,55716.33151296875,Moderate Volatility
NTRA        ,31131.541203125,Moderate Volatility
NU          ,10949.98986375,Moderate Volatility
NUE         ,130498.1432359375,Moderate Volatility
NUS         ,46250.0824184375,Moderate Volatility
NUSI        ,5336.691843749999,Moderate Volatility
NVAX        ,230654.16543468751,High Volatility
NVCR        ,162991.411636875,Moderate Volatility
NVD         ,4843.78749234375,Moderate Volatility
NVDA        ,277867.98140203126,High Volatility
NVDL        ,48785.55098921875,Moderate Volatility
NVDU        ,87626.1192615625,Moderate Volatility
NVDY        ,8376.155482343751,Moderate Volatility
NVT         ,21717.765768593745,Moderate Volatility
NVTS        ,4691.037593749999,Moderate Volatility
NWL         ,17739.238705,Moderate Volatility
NWN         ,13296.683739062497,Moderate Volatility
NXE         ,5356.05134375,Moderate Volatility
NXPI        ,142075.50896578125,Moderate Volatility
NXST        ,105987.893015625,Moderate Volatility
NXT         ,16865.0120228125,Moderate Volatility
NYCB        ,8887.246106031746,Moderate Volatility
NYMT        ,13396.1838103125,Moderate Volatility
NYT         ,9181.234375,Moderate Volatility
O           ,11665.67702109375,Moderate Volatility
OARK        ,6315.15190765625,Moderate Volatility
OCGN        ,7371.93839515625,Moderate Volatility
ODFL        ,66050.84059374999,Moderate Volatility
OGN         ,13071.004961718752,Moderate Volatility
OHI         ,7845.1575496875,Moderate Volatility
OKE         ,68497.6112784375,Moderate Volatility
OKTA        ,184250.30213234376,High Volatility
OLED        ,91758.49458625,Moderate Volatility
OLN         ,16942.311718750003,Moderate Volatility
OLPX        ,28893.31729234375,Moderate Volatility
OMC         ,44533.075,Moderate Volatility
OMF         ,20541.741814843754,Moderate Volatility
ON          ,52810.77616640626,Moderate Volatility
ONL         ,10385.141420312499,Moderate Volatility
OPAD        ,267944.49423375,High Volatility
OPEN        ,30199.3538415625,Moderate Volatility
OPFI        ,7416.0095246875,Moderate Volatility
OPI         ,26013.7867878125,Moderate Volatility
OPK         ,3753.745,Moderate Volatility
ORC         ,18952.10794859375,Moderate Volatility
ORCL        ,110302.0721234375,Moderate Volatility
ORGO        ,18055.11875,Moderate Volatility
ORIC        ,12884.203886093752,Moderate Volatility
OSCR        ,19572.952576249998,Moderate Volatility
OTIS        ,59881.48967,Moderate Volatility
OTLK        ,82489.665625,Moderate Volatility
OUST        ,340039.8439290625,High Volatility
OVID        ,4030.45109125,Moderate Volatility
OVV         ,56706.4670221875,Moderate Volatility
OXY         ,28558.824471249998,Moderate Volatility
PAAS        ,15173.233175468751,Moderate Volatility
PACB        ,36289.161569375,Moderate Volatility
PANW        ,125883.81378468749,Moderate Volatility
PARA        ,27905.4596453125,Moderate Volatility
PATH        ,51338.790872031255,Moderate Volatility
PAVE        ,24428.878582031248,Moderate Volatility
PAY         ,11638.04,Moderate Volatility
PAYC        ,167965.9534978125,High Volatility
PAYO        ,7471.609006875,Moderate Volatility
PAYS        ,1733.8738881250001,Moderate Volatility
PAYX        ,35649.972499999996,Moderate Volatility
PBA         ,17948.89875,Moderate Volatility
PBYI        ,4455.803569375,Moderate Volatility
PCAR        ,77771.10202453124,Moderate Volatility
PCG         ,14355.338533125,Moderate Volatility
PCT         ,23567.434236875,Moderate Volatility
PENN        ,91218.10545328126,Moderate Volatility
PEP         ,69263.3494553125,Moderate Volatility
PERI        ,30976.32913046875,Moderate Volatility
PFE         ,17777.3619190625,Moderate Volatility
PFF         ,5049.39585515625,Moderate Volatility
PG          ,77426.2232696875,Moderate Volatility
PGEN        ,9853.58212390625,Moderate Volatility
PGNY        ,25352.31291625,Moderate Volatility
PGR         ,191338.41449999998,High Volatility
PGX         ,2556.2925931249997,Moderate Volatility
PGY         ,19621.8950390625,Moderate Volatility
PH          ,388745.56625,High Volatility
PHM         ,67621.7051875,Moderate Volatility
PHX         ,2346.618984375,Moderate Volatility
PINS        ,44872.582779062504,Moderate Volatility
PK          ,12781.281670000002,Moderate Volatility
PL          ,6179.90690203125,Moderate Volatility
PLAB        ,15965.888905625,Moderate Volatility
PLD         ,58646.874453125,Moderate Volatility
PLL         ,62313.83918078125,Moderate Volatility
PLTR        ,14220.93923015625,Moderate Volatility
PLUG        ,46198.30076859375,Moderate Volatility
PM          ,51733.79632328125,Moderate Volatility
PMT         ,7029.0,Moderate Volatility
PNC         ,78449.450046875,Moderate Volatility
PODD        ,104126.21121875,Moderate Volatility
POOL        ,81777.03648437498,Moderate Volatility
POR         ,7668.1394375,Moderate Volatility
POWL        ,113967.1086596875,Moderate Volatility
PPL         ,7709.351718750002,Moderate Volatility
PR          ,16938.09334171875,Moderate Volatility
PRLB        ,141169.43625375,Moderate Volatility
PRME        ,11091.686935,Moderate Volatility
PRNT        ,21381.8482128125,Moderate Volatility
PRPL        ,38027.618180000005,Moderate Volatility
PRU         ,51150.9181321875,Moderate Volatility
PSA         ,160689.72403062502,Moderate Volatility
PSFE        ,192350.0339059375,High Volatility
PSTG        ,65236.962796875,Moderate Volatility
PSX         ,117179.0,Moderate Volatility
PTON        ,135583.168071875,Moderate Volatility
PUBM        ,42522.416766875,Moderate Volatility
PWR         ,67449.6919175,Moderate Volatility
PYPL        ,194222.3951709375,High Volatility
PYPY        ,2369.71611328125,Moderate Volatility
PZZA        ,70045.649410625,Moderate Volatility
QBTS        ,2144.68729,Moderate Volatility
QCLN        ,29121.8979646875,Moderate Volatility
QCOM        ,138346.81435484375,Moderate Volatility
QDEL        ,108042.06490359374,Moderate Volatility
QLD         ,54209.7048640625,Moderate Volatility
QQQ         ,261066.41902296877,High Volatility
QQQM        ,96002.10313015625,Moderate Volatility
QRVO        ,54846.812779374995,Moderate Volatility
QS          ,56441.45301234375,Moderate Volatility
QSI         ,11937.273993125,Moderate Volatility
QSR         ,31985.711765625,Moderate Volatility
QUIK        ,12766.618999999999,Moderate Volatility
QYLD        ,3056.3937706249994,Moderate Volatility
RACE        ,342249.26728125,High Volatility
RAPT        ,6922.37148578125,Moderate Volatility
RBLX        ,65819.53609125,Moderate Volatility
RC          ,14330.031904062502,Moderate Volatility
RCL         ,140128.0878409375,Moderate Volatility
RDFN        ,71407.089769375,Moderate Volatility
RDW         ,7994.50943140625,Moderate Volatility
REAL        ,15446.33786890625,Moderate Volatility
REGN        ,801940.640625,High Volatility
REI         ,2450.9030000000002,Moderate Volatility
RETL        ,28686.76134625,Moderate Volatility
RF          ,3516.83815171875,Moderate Volatility
RGLS        ,18200.242176875,Moderate Volatility
RGNX        ,8936.39270046875,Moderate Volatility
RGTI        ,5854.58418703125,Moderate Volatility
RH          ,142396.1229071875,Moderate Volatility
RIG         ,5582.295939687499,Moderate Volatility
RIGL        ,22369.320926507935,Moderate Volatility
RIOT        ,44239.04484453125,Moderate Volatility
RITM        ,4518.7719940625,Moderate Volatility
RIVN        ,148953.15493515626,Moderate Volatility
RKLB        ,8065.320714375,Moderate Volatility
RKT         ,28000.41856203125,Moderate Volatility
RL          ,130461.956859375,Moderate Volatility
RLAY        ,29368.59488140625,Moderate Volatility
RMBS        ,14360.481521093749,Moderate Volatility
RMD         ,83650.90834375,Moderate Volatility
RMNI        ,4559.3398690625,Moderate Volatility
RNAC        ,76744.19160625,Moderate Volatility
RNW         ,4803.505125,Moderate Volatility
ROIV        ,7075.0288290625,Moderate Volatility
ROK         ,59648.94792671876,Moderate Volatility
ROKU        ,342506.37122296874,High Volatility
ROL         ,22181.04809375,Moderate Volatility
ROOT        ,217948.4075521875,High Volatility
RPAR        ,4133.874796562501,Moderate Volatility
RPRX        ,12396.377752968749,Moderate Volatility
RSG         ,117625.24065875,Moderate Volatility
RTX         ,56747.52604359375,Moderate Volatility
RUM         ,2641.0071923437495,Moderate Volatility
RUN         ,61708.97612515625,Moderate Volatility
RVMD        ,24520.5806671875,Moderate Volatility
RWT         ,5100.4335503125,Moderate Volatility
RXRX        ,6546.780243125,Moderate Volatility
RXT         ,19934.6,Moderate Volatility
RY          ,28453.139795312494,Moderate Volatility
RYLD        ,6762.0081134375,Moderate Volatility
S           ,36452.011420625,Moderate Volatility
SABR        ,12784.03909375,Moderate Volatility
SAGE        ,43352.54677234375,Moderate Volatility
SAM         ,601239.1785725,High Volatility
SANA        ,9503.602823281251,Moderate Volatility
SAVA        ,75881.17466828125,Moderate Volatility
SAVE        ,29526.7943284375,Moderate Volatility
SBLK        ,12077.910203125,Moderate Volatility
SBRA        ,5313.57256953125,Moderate Volatility
SBUX        ,30662.24097234375,Moderate Volatility
SCCO        ,92655.5544625,Moderate Volatility
SCHD        ,13631.57231296875,Moderate Volatility
SCHW        ,32458.3381453125,Moderate Volatility
SCI         ,49714.29044796875,Moderate Volatility
SD          ,15430.370296874999,Moderate Volatility
SDGR        ,63234.3378059375,Moderate Volatility
SDIV        ,24391.088021875,Moderate Volatility
SDRL        ,16933.800574843754,Moderate Volatility
SEDG        ,285648.2271046875,High Volatility
SES         ,10573.32269328125,Moderate Volatility
SFIX        ,66716.4556025,Moderate Volatility
SFL         ,5740.62755,Moderate Volatility
SG          ,13808.13574234375,Moderate Volatility
SGHC        ,4843.213879374999,Moderate Volatility
SGML        ,28184.2235025,Moderate Volatility
SHAK        ,60197.276,Moderate Volatility
SHLS        ,23908.8555771875,Moderate Volatility
SHOP        ,96428.0593803125,Moderate Volatility
SHW         ,174656.122296875,High Volatility
SIRI        ,3035.00198296875,Moderate Volatility
SKIN        ,9084.74892953125,Moderate Volatility
SKX         ,48917.488359375,Moderate Volatility
SKYT        ,18113.95428125,Moderate Volatility
SKYW        ,67724.17871046874,Moderate Volatility
SKYY        ,37910.2644121875,Moderate Volatility
SLB         ,42887.202146250005,Moderate Volatility
SLDB        ,118187.067,Moderate Volatility
SLDP        ,10547.04264125,Moderate Volatility
SLG         ,66902.66178515625,Moderate Volatility
SLNO        ,31806.395312499997,Moderate Volatility
SLQT        ,20920.0546875,Moderate Volatility
SM          ,42999.2163940625,Moderate Volatility
SMCI        ,421239.2811725,High Volatility
SMH         ,211960.757023125,High Volatility
SMHI        ,2488.71927578125,Moderate Volatility
SMMT        ,10581.4825125,Moderate Volatility
SMR         ,9248.779041875,Moderate Volatility
SMTC        ,15017.167805312502,Moderate Volatility
SNAP        ,54108.243217968746,Moderate Volatility
SNOW        ,164994.58335921876,Moderate Volatility
SNPS        ,453331.5210565625,High Volatility
SNTI        ,5168.84887918919,Moderate Volatility
SO          ,25899.8252578125,Moderate Volatility
SOF         ,4392.439990156247,Moderate Volatility
SOFI        ,14195.65020734375,Moderate Volatility
SOLV        ,0.19999999999708962,Moderate Volatility
SOUN        ,5559.80688703125,Moderate Volatility
SOXL        ,51503.9598303125,Moderate Volatility
SOXQ        ,26322.140975937502,Moderate Volatility
SOXX        ,171481.633881875,High Volatility
SPCE        ,781850.2543810938,High Volatility
SPG         ,94940.19803125,Moderate Volatility
SPGI        ,228577.209166875,High Volatility
SPHD        ,17762.2034440625,Moderate Volatility
SPIR        ,80203.69311,Moderate Volatility
SPLG        ,25720.968277656248,Moderate Volatility
SPOT        ,219296.128875,High Volatility
SPR         ,21501.144171718748,Moderate Volatility
SPXL        ,101605.8630446875,Moderate Volatility
SPY         ,253893.99748859374,High Volatility
SPYD        ,16170.155804062502,Moderate Volatility
SPYG        ,32505.41497890625,Moderate Volatility
SPYV        ,27051.625268124997,Moderate Volatility
SQ          ,178234.63579375,High Volatility
SQY         ,4675.32423015625,Moderate Volatility
SRE         ,10644.986046874998,Moderate Volatility
SRPT        ,102794.19251812501,Moderate Volatility
SSO         ,41219.1936178125,Moderate Volatility
SSYS        ,35684.0876453125,Moderate Volatility
STAA        ,83429.977805,Moderate Volatility
STAG        ,15251.14528875,Moderate Volatility
STEM        ,33172.25845578125,Moderate Volatility
STLA        ,15409.36193890625,Moderate Volatility
STLD        ,143880.46903125,Moderate Volatility
STNE        ,26182.95851625,Moderate Volatility
STNG        ,72733.856015625,Moderate Volatility
STR         ,7760.100203124999,Moderate Volatility
STRL        ,65104.78166749999,Moderate Volatility
STT         ,26389.48203125,Moderate Volatility
STWD        ,7496.273792500001,Moderate Volatility
STX         ,65759.25259375,Moderate Volatility
SU          ,32597.648893437497,Moderate Volatility
SVC         ,4963.7821275,Moderate Volatility
SVOL        ,2037.810059375,Moderate Volatility
SVRA        ,3573.068415,Moderate Volatility
SWBI        ,7717.081015468751,Moderate Volatility
SWK         ,75578.908984375,Moderate Volatility
SWKS        ,78456.5750459375,Moderate Volatility
SWN         ,4467.4284375,Moderate Volatility
SYK         ,195986.7521353125,High Volatility
SYM         ,20636.371405,Moderate Volatility
SYRE        ,78208.18557,Moderate Volatility
SYY         ,37306.6687703125,Moderate Volatility
T           ,11170.525607187501,Moderate Volatility
TAN         ,64293.7131528125,Moderate Volatility
TD          ,7759.711272343749,Moderate Volatility
TDG         ,667257.7878734375,High Volatility
TDOC        ,216870.64731015626,High Volatility
TDUP        ,25509.06278609375,Moderate Volatility
TDW         ,65831.834890625,Moderate Volatility
TEAM        ,248184.96768125,High Volatility
TECK        ,7483.142259531249,Moderate Volatility
TECL        ,76925.54779640624,Moderate Volatility
TELL        ,4481.45830484375,Moderate Volatility
TER         ,71914.870814375,Moderate Volatility
TFC         ,22994.714,Moderate Volatility
TGB         ,1958.880665,Moderate Volatility
TGT         ,98720.68710937501,Moderate Volatility
TGTX        ,16486.845156249998,Moderate Volatility
TJX         ,70194.606729375,Moderate Volatility
TK          ,6745.0535946875,Moderate Volatility
TLRY        ,44601.53352921875,Moderate Volatility
TLS         ,28918.055020781252,Moderate Volatility
TLT         ,25409.02125046875,Moderate Volatility
TLTW        ,6956.39219890625,Moderate Volatility
TMDX        ,119322.99342765624,Moderate Volatility
TMF         ,35099.24725171875,Moderate Volatility
TMO         ,262198.4438334375,High Volatility
TMUS        ,107678.73759375,Moderate Volatility
TNA         ,28955.5505165625,Moderate Volatility
TNK         ,71502.7418125,Moderate Volatility
TOST        ,33648.2228125,Moderate Volatility
TPIC        ,69177.36194328126,Moderate Volatility
TPR         ,41829.863484375004,Moderate Volatility
TQQQ        ,59629.9010928125,Moderate Volatility
TRGP        ,146720.7502859375,Moderate Volatility
TRIP        ,28099.004081718747,Moderate Volatility
TRMB        ,25439.6239828125,Moderate Volatility
TRMD        ,20042.2574640625,Moderate Volatility
TROW        ,42299.396631875,Moderate Volatility
TRP         ,5194.7064321875005,Moderate Volatility
TRTX        ,3194.2700000000004,Moderate Volatility
TRUP        ,114966.73667578126,Moderate Volatility
TSCO        ,195282.90728125,High Volatility
TSHA        ,1872.4860640625,Moderate Volatility
TSL         ,7314.91126921875,Moderate Volatility
TSLA        ,132876.9300575,Moderate Volatility
TSLL        ,9760.95651546875,Moderate Volatility
TSLY        ,15106.82674859375,Moderate Volatility
TSN         ,35406.75130265625,Moderate Volatility
TSVT        ,40750.66777,Moderate Volatility
TT          ,69138.17312499999,Moderate Volatility
TTD         ,69322.46583390624,Moderate Volatility
TTI         ,4029.2469093750005,Moderate Volatility
TTWO        ,40512.0646678125,Moderate Volatility
TU          ,8042.534875,Moderate Volatility
TWLO        ,286159.36782375,High Volatility
TWO         ,18737.1860625,Moderate Volatility
TWST        ,134279.91289062498,Moderate Volatility
TXG         ,161609.743445,Moderate Volatility
TXN         ,69703.9293125,Moderate Volatility
TXT         ,68736.393328125,Moderate Volatility
U           ,133459.623721875,Moderate Volatility
UA          ,12042.99731359375,Moderate Volatility
UAA         ,15251.412065781251,Moderate Volatility
UAL         ,19853.927800625002,Moderate Volatility
UBER        ,50365.9565503125,Moderate Volatility
UBS         ,69709.750375,Moderate Volatility
UDMY        ,9641.2332990625,Moderate Volatility
UDOW        ,46263.929003749996,Moderate Volatility
UDR         ,17649.9062553125,Moderate Volatility
UEC         ,7281.27178125,Moderate Volatility
UGI         ,21232.949765625,Moderate Volatility
ULTA        ,92796.955859375,Moderate Volatility
UNH         ,116578.24747406249,Moderate Volatility
UNIT        ,11278.67349765625,Moderate Volatility
UNP         ,82313.34476562499,Moderate Volatility
UP          ,119773.0157346875,Moderate Volatility
UPRO        ,52381.5789771875,Moderate Volatility
UPS         ,46853.4527915625,Moderate Volatility
UPST        ,226670.75850046874,High Volatility
UPWK        ,41480.0764015625,Moderate Volatility
URA         ,13295.47049015625,Moderate Volatility
URG         ,1146.9860484375,Moderate Volatility
URI         ,606873.471875,High Volatility
UROY        ,1929.3279896874997,Moderate Volatility
URTY        ,20172.07326609375,Moderate Volatility
USB         ,18702.137794062503,Moderate Volatility
USD         ,142313.994744375,Moderate Volatility
USNA        ,44227.267141875,Moderate Volatility
UUUU        ,4158.9236875,Moderate Volatility
UVV         ,13034.730179999999,Moderate Volatility
UWMC        ,5543.0,Moderate Volatility
V           ,141359.7448775,Moderate Volatility
VAL         ,15085.968907812501,Moderate Volatility
VEA         ,14207.39564015625,Moderate Volatility
VEEV        ,87979.57479671876,Moderate Volatility
VERU        ,19927.717303593752,Moderate Volatility
VERV        ,42368.20222984375,Moderate Volatility
VET         ,16310.98475609375,Moderate Volatility
VFC         ,67856.64383828125,Moderate Volatility
VGR         ,2505.4667656250003,Moderate Volatility
VICI        ,6623.732639062502,Moderate Volatility
VIG         ,101473.988296875,Moderate Volatility
VIR         ,35797.0,Moderate Volatility
VIRC        ,5767.838765625,Moderate Volatility
VITL        ,31367.599757812503,Moderate Volatility
VKTX        ,44569.69565890625,Moderate Volatility
VLD         ,390079.08886761905,High Volatility
VLGEA       ,7799.992088281252,Moderate Volatility
VLO         ,143892.15514062502,Moderate Volatility
VLTO        ,0.42857000000367407,Moderate Volatility
VMEO        ,52464.743341249996,Moderate Volatility
VNO         ,31266.0,Moderate Volatility
VNQ         ,21572.11032140625,Moderate Volatility
VOO         ,212670.1657503125,High Volatility
VRSN        ,32817.020088593745,Moderate Volatility
VRT         ,36534.8188078125,Moderate Volatility
VRTX        ,415437.305234375,High Volatility
VSAT        ,35630.70535015625,Moderate Volatility
VSCO        ,48198.989759375,Moderate Volatility
VST         ,27573.247078281252,Moderate Volatility
VT          ,39962.63997640625,Moderate Volatility
VTI         ,110149.82510578124,Moderate Volatility
VTLE        ,31880.341620000007,Moderate Volatility
VTR         ,29381.51967875,Moderate Volatility
VTRS        ,7071.49622875,Moderate Volatility
VTSI        ,8133.6955937500015,Moderate Volatility
VTYX        ,10039.4210571875,Moderate Volatility
VUZI        ,14636.49061078125,Moderate Volatility
VWO         ,8212.895865,Moderate Volatility
VYGR        ,7800.8138540625,Moderate Volatility
VYM         ,55889.4413146875,Moderate Volatility
VZ          ,15874.83301953125,Moderate Volatility
W           ,209370.91951578122,High Volatility
WAL         ,53604.727875,Moderate Volatility
WBA         ,34370.855908125,Moderate Volatility
WBD         ,6447.4030209375005,Moderate Volatility
WBX         ,31814.519706406252,Moderate Volatility
WDAY        ,120772.3764671875,Moderate Volatility
WDC         ,45571.94121875,Moderate Volatility
WEBL        ,65381.38866640625,Moderate Volatility
WELL        ,66236.3984915625,Moderate Volatility
WEN         ,6758.412487031251,Moderate Volatility
WFC         ,31975.28255609375,Moderate Volatility
WFRD        ,73696.5798125,Moderate Volatility
WGS         ,893053.1117625,High Volatility
WHR         ,118586.465625,Moderate Volatility
